timestamp_pc,VA,VG,Vplus,eps_a,eps_g,position_Ca,position_Cg,VA_arduino,diff_va,arduino_lag_s
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.007135868072509766
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.592768669128418,3.900515556335449,3.633018,-0.07609031903076158,-0.0020148754119873047
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,0.0
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.5875873565673828,3.900515556335449,3.633018,-0.07609031903076158,-0.0027387142181396484
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.0025284290313720703
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.592768669128418,3.900515556335449,3.633018,-0.07609031903076158,-0.0020160675048828125
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.240151,-0.17565507634700334,-0.15567402163435176,1.592768669128418,3.900515556335449,3.642462,-0.08553431903076181,-0.0020155906677246094
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.5875873565673828,3.900515556335449,3.637739,-0.08081131903076155,-0.0030205249786376953
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.0020134449005126953
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.003404378890991211
2026-08-07 15:38:39,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.5875873565673828,3.900515556335449,3.637739,-0.08081131903076155,0.0
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.633018,-0.07609031903076158,-0.0020127296447753906
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.21,-0.19504548798292504,-0.16874267261923076,1.5875873565673828,3.900515556335449,3.637739,-0.08081131903076155,-0.0045261383056640625
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.5875873565673828,3.900515556335449,3.637739,-0.08081131903076155,-0.0046918392181396484
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.002144336700439453
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.0017466545104980469
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.5875873565673828,3.900515556335449,3.633018,-0.07609031903076158,-0.004019975662231445
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.5875873565673828,3.900515556335449,3.637739,-0.08081131903076155,-0.004017829895019531
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.0017604827880859375
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.003645658493041992
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.592768669128418,3.900515556335449,3.633018,-0.07609031903076158,-0.002785205841064453
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.592768669128418,3.900515556335449,3.637739,-0.08081131903076155,-0.0020449161529541016
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.22946,-0.18253056607535856,-0.16030792922213793,1.592768669128418,3.900515556335449,3.633018,-0.07609031903076158,-0.002017498016357422
2026-08-07 15:38:40,3.5569276809692383,3.523383140563965,3.234805,-0.17909314276621446,-0.1579911921482704,1.5875873565673828,3.900515556335449,3.637739,-0.08081131903076155,-0.0015437602996826172
